voyage_id,length_km,min_lon,min_lat,max_lon,max_lat,approx_region
1,158683.84749167276,-179.99998854099996,-35.21346907699996,179.9999885410001,60.00246340400008,"-35.2° to 60.0° lat, -180.0° to 180.0° lon"
